"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"919","Maxim Tsyplakov","N.J, NYI","R","49","435.56666666667","2","2","2","0","4","44.44","42","4.76","4.8","90","70","42","24","5","10","6","3","3","0","0","5","28","8","82","32","8","9","10","47.37"
"931","Porter Martone","PHI","R","9","128.35","1","3","3","0","4","80.00","23","4.35","1.78","35","27","12","4","0","3","4","2","2","0","0","1","3","0","15","11","2","1","2","33.33"
"8","Ryan Reaves","S.J","R","50","387.9","3","0","0","0","3","33.33","25","12.00","3.67","55","40","35","25","3","8","37","11","6","5","0","9","19","8","160","22","15","0","2","0.00"
"89","Erik Gudbranson","CBJ","D","37","537.2","1","2","2","0","3","15.79","32","3.13","1.03","86","50","12","2","1","6","15","6","5","1","0","5","29","6","38","49","50","0","0","-"
"146","Mathew Dumba","PIT","D","11","160.68333333333","1","2","1","1","3","60.00","7","14.29","0.39","26","14","6","2","1","2","11","4","3","1","0","2","8","6","16","11","10","0","0","-"
"242","Garnet Hathaway","PHI","R","66","600.83333333333","1","2","0","2","3","23.08","31","3.23","3.69","68","57","34","21","3","7","51","18","13","5","0","20","31","5","242","66","45","15","10","60.00"
"244","Tomas Nosek","FLA","L","21","245.56666666667","1","2","0","2","3","75.00","7","14.29","2.07","34","21","21","13","0","7","2","1","1","0","0","1","13","2","46","20","9","81","83","49.39"
"249","Haydn Fleury","WPG","D","38","457.78333333333","2","1","0","1","3","27.27","22","9.09","1.14","63","38","13","2","0","6","12","6","6","0","0","0","25","8","51","52","44","0","0","-"
"344","Colton White","N.J","D","23","278.21666666667","0","3","0","3","3","33.33","14","0.00","0.52","32","18","6","1","1","4","2","1","1","0","0","2","21","4","23","48","15","0","0","-"
"364","Brandon Tanev","UTA","L","56","508.01666666667","0","3","2","1","3","37.50","42","0.00","5.36","85","67","43","26","1","9","50","15","10","4","1","19","35","7","153","76","32","3","11","21.43"
"427","Jonah Gadjovich","FLA","L","10","78.483333333333","0","3","3","0","3","100.00","8","0.00","0.59","12","8","9","3","1","0","7","2","1","1","0","1","3","3","29","10","3","0","0","-"
"430","Cale Fleury","SEA","D","23","346.18333333333","1","2","2","0","3","25.00","22","4.55","0.78","52","36","11","0","0","7","7","2","1","1","0","4","18","3","47","42","34","0","0","-"
"460","Filip Chytil","VAN","C","12","151.43333333333","3","0","0","0","3","75.00","20","15.00","2.99","34","30","23","14","0","6","6","3","3","0","0","0","11","4","3","17","3","52","55","48.60"
"473","Ben Jones","MIN","C","28","233.26666666667","1","2","0","2","3","75.00","24","4.17","2.56","42","34","18","11","0","6","0","0","0","0","0","4","9","1","58","17","11","65","63","50.78"
"502","Alec Regula","EDM","D","29","391.01666666667","0","3","1","2","3","37.50","18","0.00","0.63","51","32","10","1","0","2","35","12","10","1","1","3","26","7","14","50","39","0","0","-"
"507","Filip Hallander","PIT","C","13","152.35","0","3","2","1","3","42.86","21","0.00","3.52","43","31","33","22","0","6","2","1","1","0","0","3","12","2","3","11","5","0","1","0.00"
"515","Adam Boqvist","NYI","D","28","340.51666666667","0","3","0","3","3","33.33","14","0.00","0.85","43","22","13","0","0","6","8","4","4","0","0","0","9","5","11","34","23","0","0","-"
"521","Jordan Harris","BOS","D","8","112.06666666667","1","2","1","1","3","75.00","11","9.09","0.5","18","16","7","1","1","2","0","0","0","0","0","0","6","1","2","21","4","0","0","-"
"533","Martin Pospisil","CGY","C","22","214.75","1","2","1","1","3","75.00","19","5.26","1.9","36","28","15","5","0","4","17","7","6","1","0","7","5","3","83","10","6","15","18","45.45"
"545","Jake Christiansen","CBJ","D","40","393.08333333333","0","3","2","1","3","37.50","26","0.00","0.8","77","45","19","1","0","4","6","3","3","0","0","1","13","2","30","54","20","0","0","-"
"547","Egor Zamula","CBJ, PHI","D","33","411.7","0","3","2","1","3","15.79","18","0.00","0.42","51","24","11","0","0","5","4","2","2","0","0","0","27","6","7","33","40","0","0","-"
"553","Noah Philp","CAR, EDM","C","17","156.33333333333","2","1","0","1","3","100.00","13","15.38","1.29","21","15","15","5","0","2","4","2","2","0","0","1","7","5","30","14","2","65","44","59.63"
"581","Marshall Warren","NYI","D","8","89.516666666667","0","3","2","1","3","100.00","7","0.00","0.31","19","14","3","0","1","3","4","2","2","0","0","2","7","1","7","14","5","0","0","-"
"601","Vladislav Kolyachonok","BOS, DAL","D","13","157.61666666667","1","2","0","2","3","60.00","11","9.09","0.5","23","17","10","3","0","1","4","2","2","0","0","3","4","2","5","21","13","0","0","-"
"608","Juuso Parssinen","NYR","C","20","175.43333333333","2","1","0","1","3","42.86","16","12.50","1.89","28","23","16","10","0","1","10","5","5","0","0","4","9","3","28","16","9","28","32","46.67"
"635","Jack Finley","STL, T.B","C","44","382.05","2","1","0","1","3","60.00","24","8.33","3.22","41","34","30","18","0","10","38","14","12","2","0","5","11","1","75","33","9","163","164","49.85"
"695","Matthew Kessel","STL","D","29","346.13333333333","2","1","1","0","3","25.00","20","10.00","0.88","43","32","8","2","1","2","10","5","5","0","0","4","15","1","21","45","24","0","0","-"
"707","Scott Morrow","NYR","D","29","403.93333333333","0","3","1","2","3","25.00","19","0.00","0.57","77","33","24","3","0","4","2","1","1","0","0","0","17","5","11","27","28","0","0","-"
"733","Ville Koivunen","PIT","R","39","450.63333333333","1","2","1","1","3","30.00","33","3.03","4.32","79","50","53","24","3","8","10","5","5","0","0","4","18","11","5","46","14","2","0","100.00"
"749","Vincent Iorio","NYR, S.J","D","27","383.23333333333","0","3","1","2","3","18.75","15","0.00","0.74","41","26","10","2","1","1","12","6","6","0","0","1","25","7","15","30","35","0","0","-"
"775","Conor Geekie","T.B","C","14","132.05","1","2","1","1","3","60.00","10","10.00","0.73","20","14","7","4","1","0","8","4","4","0","0","1","10","3","33","16","6","29","38","43.28"
"784","Joakim Kemell","NSH","R","16","146.71666666667","1","2","2","0","3","50.00","11","9.09","0.88","29","18","13","6","1","2","0","0","0","0","0","2","5","3","25","19","7","1","7","12.50"
"790","Jonathan Lekkerimäki","VAN","R","13","127.23333333333","2","1","0","1","3","100.00","8","25.00","0.47","18","13","6","1","0","2","0","0","0","0","0","2","6","1","10","9","5","0","0","-"
"796","Ivan Miroshnichenko","WSH","L","13","125.28333333333","2","1","1","0","3","60.00","12","16.67","1.62","32","26","16","5","1","4","2","1","1","0","0","2","5","0","19","8","6","0","0","-"
"827","Marek Alscher","FLA","D","4","73.833333333333","0","3","2","1","3","50.00","6","0.00","0.41","13","10","5","0","0","1","0","0","0","0","0","1","3","1","3","10","4","0","0","-"
"840","Victor Mancini","VAN","D","24","316.1","0","3","3","0","3","33.33","12","0.00","0.3","29","14","8","0","0","2","7","2","1","1","0","1","14","0","27","48","26","0","0","-"
"863","Samuel Honzek","CGY","L","18","193.85","1","2","0","2","3","37.50","21","4.76","2.17","40","32","21","13","3","2","2","1","1","0","0","2","9","1","34","14","5","6","5","54.55"
"886","Nikolas Matinpalo","OTT","D","50","699.4","0","3","3","0","3","13.64","36","0.00","2.03","99","59","26","6","0","10","16","8","8","0","0","5","35","10","49","104","46","0","0","-"
"900","Zayne Parekh","CGY","D","37","517","1","2","2","0","3","20.00","28","3.57","2.02","90","49","32","5","2","8","8","4","4","0","0","8","59","7","13","74","25","0","0","-"
"914","Cole Hutson","WSH","D","14","203.33333333333","1","2","2","0","3","50.00","16","6.25","0.99","39","29","14","1","0","2","8","4","4","0","0","2","13","8","15","9","6","0","0","-"
"915","Jacob Quillan","TOR","C","23","199.26666666667","1","2","1","1","3","50.00","12","8.33","1.3","29","22","9","6","0","3","2","1","1","0","0","3","12","6","44","36","9","62","86","41.89"
"934","David Tomasek","EDM","R","22","195.5","3","0","0","0","3","50.00","21","14.29","1.82","38","32","15","7","1","3","10","5","5","0","0","2","11","3","17","17","6","28","34","45.16"
"19","Brendan Smith","CBJ","D","15","154.31666666667","0","2","1","1","2","40.00","10","0.00","0.23","21","10","5","0","0","5","11","4","3","1","0","2","14","5","11","18","9","0","0","-"
"35","Travis Hamonic","DET","D","26","326.3","0","2","1","1","2","28.57","18","0.00","0.45","41","24","7","0","1","5","29","10","7","3","0","4","17","6","30","31","33","0","0","-"
"59","Nicolas Deslauriers","CAR, PHI","L","31","261.96666666667","0","2","1","1","2","50.00","18","0.00","2.07","36","27","16","8","1","5","38","10","4","6","0","6","10","3","121","14","8","1","0","100.00"
"70","Chris Tanev","TOR","D","11","164.75","0","2","1","1","2","28.57","8","0.00","0.22","18","10","2","0","0","1","0","0","0","0","0","2","7","4","2","24","13","0","0","-"
"77","Tyler Pitlick","MIN","C","32","246.81666666667","2","0","0","0","2","66.67","26","7.69","2.66","50","41","30","17","0","5","14","4","2","2","0","4","8","5","78","30","19","0","3","0.00"
"119","William Karlsson","VGK","C","14","164.3","1","1","1","0","2","100.00","24","4.17","1.93","41","31","17","10","0","4","4","2","2","0","0","1","10","1","3","12","10","71","55","56.35"
"271","Justin Kirkland","CGY","C","20","162.16666666667","1","1","1","0","2","33.33","9","11.11","1.37","25","17","15","9","0","0","2","1","1","0","0","0","13","2","29","16","8","52","50","50.98"
"272","Juho Lammikko","N.J","C","24","234.28333333333","0","2","2","0","2","40.00","15","0.00","2.46","25","22","17","11","0","4","4","2","2","0","0","0","4","2","40","5","14","53","54","49.53"
"279","Sam Lafferty","CHI","C","29","254.2","1","1","0","1","2","28.57","9","11.11","1.32","20","14","14","10","0","2","14","3","2","0","1","1","15","2","35","26","5","25","26","49.02"
"361","Philippe Myers","TOR","D","39","521.15","0","2","1","1","2","10.53","37","0.00","1.36","92","63","19","2","2","6","22","11","11","0","0","1","34","4","52","48","44","0","0","-"
"385","Joshua Mahura","SEA","D","23","317.9","0","2","0","2","2","14.29","14","0.00","0.55","40","26","11","1","0","0","16","4","3","0","1","0","13","2","26","35","24","0","0","-"
"393","Dennis Cholowski","N.J","D","17","243.2","0","2","0","2","2","33.33","11","0.00","0.48","23","16","4","1","0","2","2","1","1","0","0","0","18","5","3","15","18","0","0","-"
"396","Jake Bean","CGY","D","16","241.91666666667","1","1","1","0","2","28.57","16","6.25","0.62","44","22","15","0","1","8","16","4","3","0","1","0","15","5","3","23","27","0","0","-"
"423","Dominik Shine","DET","R","18","120.78333333333","2","0","0","0","2","66.67","12","16.67","1.15","18","15","12","4","0","1","7","2","1","1","0","3","8","5","14","14","5","5","6","45.45"
"471","Olle Lycksell","OTT","R","7","67.683333333333","1","1","0","1","2","66.67","7","14.29","0.54","10","9","5","2","0","2","0","0","0","0","0","1","1","1","4","7","4","0","0","-"
"522","Michael Kesselring","BUF","D","34","421.45","0","2","0","2","2","11.76","45","0.00","1.66","101","72","24","6","2","6","48","17","14","2","1","9","38","7","25","45","34","0","0","-"
"540","Hugh McGing","STL","L","3","30.65","1","1","1","0","2","100.00","4","25.00","0.39","5","4","3","1","0","0","0","0","0","0","0","0","2","1","0","1","2","2","0","100.00"
"541","John Leonard","DET","L","11","112.41666666667","2","0","0","0","2","100.00","11","18.18","1.77","27","22","17","8","1","4","0","0","0","0","0","1","9","2","12","6","9","0","0","-"
"548","Logan O'Connor","COL","R","13","129.35","0","2","1","1","2","100.00","11","0.00","0.71","19","15","12","4","0","3","2","1","1","0","0","4","5","3","11","11","3","0","0","-"
"583","Lassi Thomson","OTT","D","11","141.03333333333","0","2","1","1","2","25.00","9","0.00","0.34","26","16","5","0","0","4","0","0","0","0","0","2","5","3","5","18","8","0","0","-"
"617","Andre Lee","L.A","L","7","71.866666666667","1","1","1","0","2","100.00","5","20.00","0.68","14","9","7","5","0","2","0","0","0","0","0","0","2","3","17","8","3","0","0","-"
"626","Jack Ahcan","COL","D","11","125.83333333333","0","2","1","1","2","33.33","8","0.00","0.47","19","10","6","2","0","3","2","1","1","0","0","0","6","0","6","9","6","0","0","-"
"730","Brennan Othmann","CGY, NYR","L","19","181.96666666667","2","0","0","0","2","28.57","15","13.33","2.19","29","23","19","8","0","1","11","4","3","1","0","9","4","2","43","14","7","0","3","0.00"
"764","Declan Carlile","T.B","D","42","561.8","1","1","0","1","2","8.33","30","3.33","1.61","95","48","34","1","2","4","40","13","10","2","1","13","22","5","50","84","34","0","0","-"
"778","Hunter Haight","MIN","C","9","91.883333333333","1","1","1","0","2","100.00","12","8.33","1.61","17","15","12","6","1","3","4","2","2","0","0","1","4","1","10","6","2","28","34","45.16"
"785","Kevin Korchinski","CHI","D","13","174.03333333333","0","2","1","1","2","33.33","7","0.00","0.25","17","11","4","1","0","1","4","2","2","0","0","0","13","2","4","23","13","0","0","-"
"786","Kirill Kudryavtsev","VAN","D","3","45.616666666667","0","2","1","1","2","66.67","4","0.00","0.19","9","6","1","0","0","0","0","0","0","0","0","0","1","0","1","5","1","0","0","-"
"813","Brian Halonen","N.J","L","15","113.71666666667","1","1","0","1","2","66.67","8","12.50","0.96","20","16","7","3","0","0","9","3","2","1","0","1","5","3","28","17","2","0","1","0.00"
"860","Oscar Fisker Molgaard","SEA","C","13","119.15","0","2","1","1","2","100.00","6","0.00","0.71","15","10","10","6","0","3","2","1","1","0","0","1","8","1","9","15","8","33","42","44.00"
"861","Drew Fortescue","NYR","D","9","131.23333333333","0","2","1","1","2","25.00","3","0.00","0.14","13","8","2","0","0","0","4","2","2","0","0","0","5","0","6","13","7","0","0","-"
"868","Bradly Nadeau","CAR","L","12","133.93333333333","2","0","0","0","2","40.00","9","22.22","2.29","27","22","17","10","0","0","0","0","0","0","0","1","7","0","21","16","5","0","3","0.00"
"887","Wilmer Skoog","FLA","C","3","40.783333333333","0","2","2","0","2","66.67","4","0.00","0.25","9","6","4","0","1","1","4","2","2","0","0","1","1","0","2","5","4","0","0","-"
"903","Sacha Boisvert","CHI","C","7","64.516666666667","1","1","1","0","2","100.00","6","16.67","0.47","12","8","7","2","0","1","9","3","2","1","0","3","4","0","9","10","1","17","28","37.78"
"922","Ilya Protas","WSH","L","4","51.916666666667","0","2","2","0","2","100.00","5","0.00","0.33","6","5","4","0","0","0","2","1","1","0","0","0","1","1","0","1","2","19","23","45.24"
"22","Evgenii Dadonov","N.J","L","24","237.26666666667","1","0","0","0","1","33.33","20","5.00","1.78","38","25","20","10","1","3","2","1","1","0","0","4","15","2","7","16","12","0","1","0.00"
"73","Justin Holl","STL","D","9","134.93333333333","1","0","0","0","1","14.29","7","14.29","0.26","16","10","6","1","0","2","6","3","3","0","0","3","3","4","5","20","5","0","0","-"
"139","Colin Miller","WPG","D","18","235.21666666667","0","1","1","0","1","20.00","15","0.00","0.64","51","27","10","1","0","2","6","3","3","0","0","5","13","4","28","27","13","0","0","-"
"175","Dominic Toninato","CHI","C","8","72.35","0","1","1","0","1","100.00","8","0.00","1.04","16","15","7","5","1","3","6","3","3","0","0","1","2","2","12","8","1","21","17","55.26"
"187","Kurtis MacDermid","OTT","L","19","79.2","0","1","1","0","1","100.00","4","0.00","0.28","5","5","3","2","1","1","33","9","4","5","0","7","2","0","18","7","6","0","0","-"
"190","Anton Blidh","NYR","L","4","30.816666666667","0","1","0","1","1","100.00","4","0.00","0.37","5","5","3","2","0","2","0","0","0","0","0","0","1","0","10","1","0","0","0","-"
"206","Ryan Graves","PIT","D","22","322.6","1","0","0","0","1","9.09","21","4.76","1.05","72","41","14","1","0","3","10","5","5","0","0","3","19","7","23","26","37","0","0","-"
"214","Steven Santini","T.B","D","12","121.75","0","1","1","0","1","25.00","4","0.00","0.24","21","8","4","0","0","1","2","1","1","0","0","0","7","0","9","11","7","0","0","-"
"236","Dakota Mermis","TOR","D","11","135.75","1","0","0","0","1","33.33","5","20.00","0.19","15","10","3","0","0","0","11","4","3","1","0","3","8","2","8","23","9","0","0","-"
"267","Nicolas Aube-Kubel","MIN","R","6","66.533333333333","0","1","1","0","1","100.00","5","0.00","0.78","12","10","10","3","0","0","6","3","3","0","0","1","1","2","7","5","5","0","4","0.00"
"284","Dysin Mayo","CBJ","D","3","25.133333333333","0","1","0","1","1","50.00","5","0.00","0.1","7","5","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","-"
"320","Caleb Jones","PIT","D","7","106.86666666667","0","1","1","0","1","25.00","5","0.00","0.25","17","11","2","0","0","2","0","0","0","0","0","1","4","1","10","14","13","0","0","-"
"335","Dennis Gilbert","OTT","D","8","99.366666666667","0","1","0","1","1","33.33","2","0.00","0.08","7","2","2","0","0","0","2","1","1","0","0","0","6","0","10","12","12","0","0","-"
"353","Cameron Hughes","DAL","C","3","21.95","1","0","0","0","1","50.00","2","50.00","0.42","2","2","2","2","0","0","0","0","0","0","0","1","1","0","3","1","2","0","0","-"
"363","Kevin Rooney","UTA","C","1","9.7333333333333","1","0","0","0","1","100.00","1","100.00","0.19","3","2","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","2","6","25.00"
"373","Patrik Laine","MTL","L","5","49.133333333333","0","1","1","0","1","100.00","1","0.00","0.22","8","3","3","1","1","0","2","1","1","0","0","1","1","0","2","2","0","2","0","100.00"
"389","Keaton Middleton","COL","D","3","31.35","0","1","0","1","1","100.00","0","-","0","4","0","0","0","0","0","4","2","2","0","0","1","1","0","6","3","1","0","0","-"
"406","Joona Koppanen","PIT","L","13","136.23333333333","0","1","0","1","1","33.33","7","0.00","0.91","18","15","11","6","1","2","2","1","1","0","0","1","4","3","11","13","3","14","15","48.28"
"415","Matt Luff","STL","R","5","44.933333333333","1","0","0","0","1","100.00","5","20.00","0.36","7","5","4","1","1","1","0","0","0","0","0","0","0","2","8","2","4","0","0","-"
"420","Alex Barré-Boulet","COL","C","2","13.9","0","1","0","1","1","inf","0","-","0.15","3","2","1","1","0","0","0","0","0","0","0","0","0","0","3","2","0","2","0","100.00"
"439","Jonas Rondbjerg","VGK","R","4","46.666666666667","0","1","1","0","1","50.00","6","0.00","0.86","12","9","9","5","1","1","0","0","0","0","0","0","0","1","0","7","0","0","0","-"
"459","Cameron Crotty","OTT","D","6","81.083333333333","0","1","0","1","1","25.00","5","0.00","0.14","9","8","0","0","1","1","0","0","0","0","0","0","3","2","1","8","2","0","0","-"
"498","Patrick Giles","S.J","R","3","25.416666666667","0","1","0","1","1","100.00","2","0.00","0.04","5","2","0","0","0","0","0","0","0","0","0","0","1","0","3","3","2","9","6","60.00"
"555","Nolan Foote","FLA","L","12","124.65","1","0","0","0","1","33.33","13","7.69","1.79","27","22","18","8","1","2","6","3","3","0","0","1","2","2","27","16","4","0","0","-"
"584","Philip Tomasino","PIT","R","9","106.33333333333","0","1","0","1","1","100.00","9","0.00","1.28","20","15","16","5","1","1","0","0","0","0","0","0","3","0","11","17","7","2","2","50.00"
"594","Victor Soderstrom","BOS","D","8","108.46666666667","0","1","0","1","1","16.67","8","0.00","0.16","15","11","2","0","1","1","0","0","0","0","0","0","11","2","1","22","10","0","0","-"
"625","Mitchell Chaffee","T.B","R","11","94.883333333333","0","1","0","1","1","100.00","9","0.00","1.33","12","10","9","5","0","3","4","2","2","0","0","2","7","0","29","9","5","5","5","50.00"
"651","Sam Colangelo","ANA","R","9","85.433333333333","1","0","0","0","1","50.00","7","14.29","0.6","17","10","6","2","1","1","4","2","2","0","0","0","8","1","11","8","1","1","1","50.00"
"663","Brendan Brisson","NYR","C","3","28.783333333333","0","1","0","1","1","100.00","2","0.00","0.49","3","3","3","3","0","0","0","0","0","0","0","0","1","1","1","3","1","0","0","-"
"671","Maxim Groshev","T.B","D","2","22.95","0","1","0","1","1","100.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","7","1","0","0","-"
"681","Ethan Cardwell","S.J","R","7","78.35","1","0","0","0","1","50.00","6","16.67","0.86","19","14","11","3","1","1","2","1","1","0","0","0","5","3","9","8","1","0","0","-"
"686","Mikael Pyyhtia","CBJ","L","5","49.4","1","0","0","0","1","100.00","6","16.67","0.69","15","12","7","3","0","3","0","0","0","0","0","0","1","1","1","6","2","0","0","-"
"687","Matt Rempe","NYR","C","26","213.93333333333","1","0","0","0","1","16.67","15","6.67","2.6","30","24","21","14","1","4","11","4","3","1","0","4","5","2","86","24","6","2","4","33.33"
"740","Justin Robidas","CAR","C","2","21.366666666667","0","1","1","0","1","100.00","2","0.00","0.11","3","2","2","0","0","0","0","0","0","0","0","1","1","0","3","2","1","12","12","50.00"
"745","Ethan Del Mastro","CHI","D","19","250.28333333333","0","1","1","0","1","33.33","18","0.00","0.51","38","25","7","1","0","3","18","5","4","0","1","3","16","5","17","38","22","0","0","-"
"761","Tristen Nielsen","COL","C","4","25.216666666667","0","1","1","0","1","100.00","3","0.00","0.26","6","5","4","1","1","1","0","0","0","0","0","0","2","0","8","0","1","0","0","-"
"766","Owen Beck","MTL","C","15","137.78333333333","1","0","0","0","1","20.00","11","9.09","1.66","25","19","14","7","0","2","6","3","3","0","0","3","10","2","24","31","8","44","31","58.67"
"770","Luca Del Bel Belluz","CBJ","C","14","123.95","0","1","0","1","1","50.00","10","0.00","0.87","15","13","10","3","0","2","4","2","2","0","0","1","1","2","3","9","10","23","36","38.98"
"776","Isaiah George","NYI","D","4","51.233333333333","0","1","1","0","1","33.33","2","0.00","0.05","6","4","1","0","0","1","0","0","0","0","0","0","2","2","1","6","3","0","0","-"
"789","Maveric Lamoureux","UTA","D","5","73.2","0","1","1","0","1","20.00","4","0.00","0.18","10","6","3","1","0","1","2","1","1","0","0","0","4","2","11","5","9","0","0","-"
"791","Tristan Luneau","ANA","D","1","11.616666666667","1","0","0","0","1","50.00","2","50.00","0.3","3","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"803","Matthew Poitras","BOS","C","3","34.083333333333","1","0","0","0","1","100.00","8","12.50","0.53","8","8","6","3","0","1","4","2","2","0","0","3","1","0","0","5","1","6","11","35.29"
"812","Danil Zhilkin","WPG","C","6","40.666666666667","0","1","1","0","1","33.33","4","0.00","0.21","6","6","2","1","3","1","0","0","0","0","0","0","1","0","5","1","4","8","15","34.78"
"829","Cole O'Hara","NSH","R","1","11.016666666667","0","1","1","0","1","100.00","1","0.00","0.06","1","1","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","0","-"
"830","Angus Booth","L.A","D","1","12.3","1","0","0","0","1","100.00","1","100.00","0.11","2","2","1","1","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","-"
"833","Jared Davidson","MTL","C","10","86.966666666667","0","1","0","1","1","50.00","9","0.00","1.37","19","13","12","5","0","2","10","5","5","0","0","2","5","1","18","8","1","0","1","0.00"
"838","Hunter McDonald","PHI","D","1","12.6","0","1","0","1","1","50.00","0","-","0","1","0","0","0","0","0","4","2","2","0","0","1","0","0","4","2","0","0","0","-"
"845","Ivan Ivan","COL","C","9","65.216666666667","0","1","1","0","1","50.00","4","0.00","0.23","7","6","2","2","0","1","2","1","1","0","0","0","3","0","3","7","1","9","14","39.13"
"846","Parker Ford","WPG","C","15","133.81666666667","0","1","1","0","1","25.00","9","0.00","1.52","24","19","12","6","0","4","4","2","2","0","0","1","1","1","27","17","11","24","28","46.15"
"851","Oliver Bonk","PHI","D","1","12.733333333333","1","0","0","0","1","50.00","1","100.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"871","David Reinbacher","MTL","D","2","24.583333333333","0","1","0","1","1","100.00","3","0.00","0.13","5","4","0","0","0","0","0","0","0","0","0","0","2","0","1","2","2","0","0","-"
"876","Aydar Suniev","CGY","L","6","59.733333333333","0","1","1","0","1","50.00","7","0.00","0.6","11","8","5","2","1","0","2","1","1","0","0","1","2","2","2","5","3","0","0","-"
"882","Travis Mitchell","NYI","D","9","102.53333333333","1","0","0","0","1","33.33","4","25.00","0.23","13","7","5","1","1","1","6","3","3","0","0","2","5","0","13","20","6","0","0","-"
"888","Dmitri Simashev","UTA","D","28","407.26666666667","0","1","1","0","1","14.29","26","0.00","1.09","50","36","14","4","0","5","23","6","4","1","1","2","30","1","14","50","26","0","0","-"
"891","Felix Unger Sorum","CAR","R","1","13.766666666667","0","1","1","0","1","100.00","0","-","0.16","2","2","2","1","0","0","0","0","0","0","0","0","3","0","0","3","1","0","0","-"
"892","Florian Xhekaj","MTL","L","5","47.983333333333","0","1","1","0","1","100.00","4","0.00","0.29","8","5","3","2","0","1","7","2","1","1","0","1","4","0","9","2","4","0","0","-"
"893","Ty Mueller","VAN","C","6","64.733333333333","1","0","0","0","1","50.00","2","50.00","0.54","7","6","5","2","0","0","2","1","1","0","0","0","3","1","5","7","4","10","11","47.62"
"894","Charles Alexis Legault","CAR","D","12","155.46666666667","0","1","0","1","1","16.67","10","0.00","0.34","29","20","9","0","0","4","15","6","5","1","0","3","13","7","12","22","8","0","0","-"
"897","Connor Clattenburg","EDM","C","5","35.483333333333","1","0","0","0","1","100.00","3","33.33","0.97","7","5","5","4","0","1","13","5","4","1","0","4","4","0","17","3","3","0","0","-"
"898","Carter Yakemchuk","OTT","D","4","49.083333333333","1","0","0","0","1","50.00","5","20.00","0.29","11","8","3","1","0","0","0","0","0","0","0","1","7","1","0","1","4","0","0","-"
"904","Michael Brandsegg-Nygård","DET","R","14","158.66666666667","0","1","0","1","1","50.00","18","0.00","1.86","39","27","18","9","2","4","2","1","1","0","0","2","11","5","41","19","3","0","0","-"
"912","Harrison Brunicke","PIT","D","9","135.95","1","0","0","0","1","25.00","8","12.50","0.4","21","14","5","0","0","2","6","3","3","0","0","2","14","1","4","19","13","0","0","-"
"917","Mikulas Hovorka","FLA","D","4","54.583333333333","0","1","0","1","1","33.33","3","0.00","0.53","8","5","3","2","0","1","0","0","0","0","0","1","6","0","2","6","2","0","0","-"
"928","James Hagens","BOS","C","2","29.1","0","1","0","1","1","100.00","2","0.00","0.16","5","3","2","0","0","0","2","1","1","0","0","0","3","3","1","1","0","1","0","100.00"
"930","Brady Martin","NSH","C","3","29.7","0","1","1","0","1","50.00","2","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","3","0","0","2","2","5","10","33.33"
"933","Luke Haymes","TOR","C","4","47.416666666667","0","1","0","1","1","50.00","3","0.00","0.31","7","6","4","3","0","0","2","1","1","0","0","0","1","0","3","1","1","8","17","32.00"
"935","Quinn Hutson","EDM","R","4","31.983333333333","1","0","0","0","1","100.00","3","33.33","0.45","6","4","1","1","0","1","0","0","0","0","0","0","3","0","0","1","1","0","1","0.00"
"49","Dmitry Kulikov","FLA","D","19","303.5","0","0","0","0","0","0.00","14","0.00","0.47","37","24","6","1","1","0","10","5","5","0","0","1","17","4","20","14","12","0","0","-"
"60","Garrett Wilson","PHI","L","3","26.033333333333","0","0","0","0","0","0.00","3","0.00","0.25","3","3","1","1","0","1","5","1","0","1","0","1","1","1","6","1","0","0","0","-"
"66","Justin Dowling","NYR","C","2","14.383333333333","0","0","0","0","0","-","1","0.00","0.32","3","3","1","1","0","1","0","0","0","0","0","0","0","0","3","1","1","1","2","33.33"
"68","Andrew Agozzino","UTA","L","2","12.116666666667","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","1","1","1","4","1","1","3","4","42.86"
"82","Derek Forbort","VAN","D","2","21.55","0","0","0","0","0","0.00","1","0.00","0.05","1","1","1","0","0","0","2","1","1","0","0","0","5","0","2","8","2","0","0","-"
"92","Dylan McIlrath","WSH","D","13","118.41666666667","0","0","0","0","0","0.00","4","0.00","0.19","14","9","1","0","0","0","10","2","0","2","0","3","7","0","26","13","9","0","0","-"
"98","Kevin Gravel","NSH","D","1","15.866666666667","0","0","0","0","0","0.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","2","3","0","0","-"
