playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_points,I_F_shotsOnGoal,I_F_xGoals,I_F_hits,I_F_takeaways,I_F_giveaways,penalties,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xGoals,OnIce_A_xGoals,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,total_icetime,total_goals,total_primary_assists,total_secondary_assists,total_points,total_shots,total_hits,total_takeaways,total_giveaways,total_blocks,total_toi_per_game,pp_toi_per_game,pp_goals,pp_points,pp_shots,pp_xgoals,pp_on_ice_xgoals,pp_on_ice_xgoals_percentage,pp_points_per_60,pp_blocks,pp_takeaways,pp_xgoals_against_per_60,pk_toi_per_game,pk_goals,pk_points,pk_shots,pk_xgoals,pk_on_ice_xgoals,pk_on_ice_xgoals_percentage,pk_points_per_60,pk_blocks,pk_takeaways,pk_xgoals_against_per_60,toi_per_game,goals_per_game,primary_assists_per_game,secondary_assists_per_game,points_per_game,shots_per_game,expected_goals_per_game,hits_per_game,takeaways_per_game,giveaways_per_game,blocks_per_game,goals_per_60,points_per_60,shots_per_60,expected_goals_per_60,on_ice_xgoals_for_per_60,on_ice_xgoals_against_per_60,hits_per_60,takeaways_per_60,giveaways_per_60,blocks_per_60,position_group,points_per_game_percentile,goals_per_60_percentile,points_per_60_percentile,shots_per_60_percentile,expected_goals_per_60_percentile,hits_per_60_percentile,takeaways_per_60_percentile,blocks_per_60_percentile,onIce_xGoalsPercentage_percentile,onIce_corsiPercentage_percentile,onIce_fenwickPercentage_percentile
8482460,2025,Matt Rempe,NYR,C,5on5,26,12851.0,295.0,1.86,1.0,0.0,0.0,1.0,15.0,2.56,85.0,2.0,5.0,4.0,3.0,6.0,8.02,7.64,0.51,0.51,0.48,13428.0,1.0,0.0,0.0,1.0,15.0,86.0,2.0,5.0,6.0,8.61,0.3,0.0,0.0,0.0,0.01,0.68,0.986,0.0,0.0,0.0,0.08,,,,,,,,,,,,8.24,0.04,0.0,0.0,0.04,0.58,0.1,3.27,0.08,0.19,0.23,0.28,0.28,4.2,0.72,2.25,2.14,23.81,0.56,1.4,1.68,F,11.0,24.0,11.0,17.0,61.0,98.0,24.0,35.0,63.0,68.0,41.0
8477070,2025,Liam O'Brien,UTA,C,5on5,38,20618.0,518.0,3.91,3.0,1.0,0.0,4.0,34.0,5.05,115.0,1.0,11.0,7.0,6.0,14.0,11.85,14.62,0.45,0.48,0.48,20857.0,3.0,1.0,0.0,4.0,35.0,115.0,1.0,11.0,14.0,9.15,0.02,0.0,0.0,1.0,0.01,0.02,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,9.04,0.08,0.03,0.0,0.11,0.89,0.13,3.03,0.03,0.29,0.37,0.52,0.7,5.94,0.88,2.07,2.55,20.08,0.17,1.92,2.44,F,16.0,44.0,16.0,56.0,86.0,96.0,12.0,65.0,24.0,42.0,41.0
8481711,2025,Matias Maccelli,TOR,L,5on5,71,53053.0,1133.0,27.29,12.0,10.0,9.0,31.0,70.0,8.45,24.0,14.0,62.0,7.0,6.0,16.0,36.23,37.7,0.49,0.47,0.48,62046.0,14.0,12.0,13.0,39.0,90.0,24.0,15.0,67.0,17.0,14.56,1.7,2.0,7.0,15.0,1.93,10.86,0.821,3.48,0.0,1.0,1.18,,,,,,,,,,,,12.45,0.17,0.14,0.13,0.44,0.99,0.12,0.34,0.2,0.87,0.23,0.81,2.1,4.75,0.57,2.46,2.56,1.63,0.95,4.21,1.09,F,82.0,73.0,85.0,26.0,30.0,14.0,56.0,12.0,48.0,34.0,41.0
8481712,2025,Matj  Blmel,BOS,R,5on5,4,2218.0,43.0,-0.31,0.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,2.0,0.0,0.0,2.0,1.01,1.65,0.38,0.44,0.47,2608.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,2.0,10.87,1.5,0.0,0.0,2.0,0.17,1.25,0.758,0.0,0.0,0.0,4.0,,,,,,,,,,,,9.24,0.0,0.0,0.0,0.0,0.5,0.06,0.5,0.0,0.5,0.5,0.0,0.0,3.25,0.37,1.64,2.68,3.25,0.0,3.25,3.25,F,5.0,9.0,5.0,8.0,11.0,33.0,6.0,83.0,8.0,16.0,33.0
8476897,2025,Oskar Sundqvist,STL,C,5on5,52,31806.0,776.0,1.24,5.0,7.0,4.0,16.0,26.0,2.5,63.0,9.0,21.0,12.0,7.0,19.0,13.92,23.02,0.38,0.38,0.4,40453.0,5.0,7.0,5.0,17.0,37.0,69.0,12.0,23.0,26.0,12.97,0.86,0.0,1.0,7.0,1.02,3.19,0.74,1.34,4.0,0.0,1.5,1.41,0.0,0.0,2.0,0.1,0.83,0.095,0.0,1.0,3.0,6.51,10.19,0.1,0.13,0.08,0.31,0.5,0.05,1.21,0.17,0.4,0.37,0.57,1.81,2.94,0.28,1.58,2.61,7.13,1.02,2.38,2.15,F,58.0,49.0,73.0,6.0,6.0,63.0,63.0,53.0,8.0,5.0,7.0
8475168,2025,Matt Duchene,DAL,C,5on5,57,45656.0,916.0,33.3,7.0,10.0,2.0,19.0,53.0,6.36,29.0,9.0,52.0,4.0,8.0,21.0,27.68,32.11,0.46,0.45,0.45,56463.0,16.0,21.0,8.0,45.0,89.0,29.0,11.0,61.0,23.0,16.51,2.23,5.0,14.0,27.0,4.69,19.73,0.897,6.62,0.0,0.0,1.07,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.35,0.12,0.18,0.04,0.33,0.93,0.11,0.51,0.16,0.91,0.37,0.55,1.5,4.18,0.5,2.18,2.53,2.29,0.71,4.1,1.66,F,62.0,48.0,55.0,16.0,21.0,21.0,35.0,34.0,29.0,21.0,19.0
8475169,2025,Evander Kane,VAN,L,5on5,71,60821.0,1214.0,27.23,9.0,12.0,2.0,23.0,137.0,13.13,109.0,17.0,69.0,24.0,21.0,25.0,43.7,53.82,0.45,0.47,0.47,69929.0,13.0,14.0,4.0,31.0,171.0,111.0,17.0,75.0,28.0,16.42,1.47,2.0,6.0,26.0,2.37,14.06,0.914,3.45,1.0,0.0,0.77,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,14.28,0.13,0.17,0.03,0.32,1.93,0.18,1.54,0.24,0.97,0.35,0.53,1.36,8.11,0.78,2.59,3.19,6.45,1.01,4.08,1.48,F,60.0,45.0,45.0,91.0,72.0,59.0,62.0,27.0,24.0,34.0,33.0
8476892,2025,Colton Parayko,STL,D,5on5,77,87021.0,1789.0,19.12,4.0,6.0,8.0,18.0,99.0,4.53,85.0,28.0,78.0,8.0,12.0,139.0,58.23,54.5,0.52,0.47,0.48,102547.0,4.0,6.0,8.0,18.0,105.0,95.0,35.0,92.0,172.0,22.2,0.19,0.0,0.0,0.0,0.01,0.21,0.75,0.0,16.0,2.0,0.28,2.37,0.0,0.0,4.0,0.33,1.36,0.062,0.0,0.0,4.0,6.76,18.84,0.05,0.08,0.1,0.23,1.29,0.06,1.1,0.36,1.01,1.81,0.17,0.74,4.1,0.19,2.41,2.25,3.52,1.16,3.23,5.75,D,62.0,57.0,47.0,68.0,65.0,56.0,84.0,90.0,71.0,36.0,42.0
8481609,2025,Vladislav Kolyachonok,BOS,D,5on5,13,9524.0,208.0,3.4,1.0,0.0,2.0,3.0,11.0,0.63,5.0,2.0,4.0,2.0,3.0,13.0,6.4,5.4,0.54,0.48,0.47,9782.0,1.0,0.0,2.0,3.0,12.0,5.0,3.0,4.0,13.0,12.54,,,,,,,,,,,,0.33,0.0,0.0,1.0,0.02,0.09,0.474,0.0,0.0,1.0,1.4,12.21,0.08,0.0,0.15,0.23,0.85,0.05,0.38,0.15,0.31,1.0,0.38,1.13,4.16,0.24,2.42,2.04,1.89,0.76,1.51,4.91,D,62.0,89.0,80.0,70.0,84.0,34.0,49.0,74.0,80.0,44.0,34.0
8483890,2025,Braeden Bowman,VGK,R,5on5,54,40850.0,882.0,21.26,6.0,9.0,7.0,22.0,61.0,9.84,19.0,14.0,21.0,5.0,3.0,24.0,29.55,24.92,0.54,0.5,0.5,45785.0,8.0,9.0,9.0,26.0,75.0,19.0,16.0,22.0,24.0,14.13,1.26,2.0,4.0,13.0,2.76,8.33,0.877,3.53,0.0,1.0,1.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,12.61,0.11,0.17,0.13,0.41,1.13,0.18,0.35,0.26,0.39,0.44,0.53,1.94,5.38,0.87,2.6,2.2,1.67,1.23,1.85,2.12,F,78.0,45.0,80.0,42.0,85.0,15.0,77.0,52.0,80.0,61.0,58.0
8476480,2025,Vladislav Namestnikov,WPG,C,5on5,60,40711.0,895.0,15.34,4.0,4.0,2.0,10.0,54.0,6.11,71.0,10.0,38.0,6.0,6.0,31.0,25.93,25.87,0.5,0.5,0.5,49596.0,8.0,4.0,2.0,14.0,76.0,76.0,10.0,46.0,37.0,13.78,1.44,2.0,2.0,15.0,1.19,6.95,0.871,1.39,3.0,0.0,0.72,0.64,0.0,0.0,3.0,0.5,1.24,0.213,0.0,0.0,0.0,7.13,11.31,0.07,0.07,0.03,0.17,0.9,0.1,1.18,0.17,0.63,0.52,0.35,0.88,4.78,0.54,2.29,2.29,6.28,0.88,3.36,2.74,F,26.0,29.0,22.0,26.0,25.0,58.0,49.0,74.0,55.0,61.0,58.0
8479402,2025,Jake Bean,CGY,D,5on5,16,14540.0,348.0,5.35,1.0,1.0,0.0,2.0,16.0,0.49,3.0,5.0,15.0,3.0,0.0,27.0,11.62,8.21,0.59,0.55,0.58,15316.0,1.0,1.0,0.0,2.0,16.0,3.0,5.0,15.0,29.0,15.95,0.08,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,15.15,0.06,0.06,0.0,0.12,1.0,0.03,0.19,0.31,0.94,1.69,0.25,0.5,3.96,0.12,2.88,2.03,0.74,1.24,3.71,6.69,D,27.0,74.0,27.0,64.0,27.0,10.0,86.0,95.0,95.0,90.0,95.0
8480188,2025,Fabian Zetterlund,OTT,L,5on5,82,56459.0,1421.0,41.08,12.0,9.0,4.0,25.0,109.0,11.82,153.0,18.0,33.0,7.0,17.0,30.0,43.42,35.59,0.55,0.53,0.53,63516.0,17.0,10.0,6.0,33.0,132.0,155.0,20.0,36.0,32.0,12.91,1.14,5.0,8.0,18.0,3.17,8.47,0.899,5.15,0.0,1.0,0.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,11.48,0.15,0.11,0.05,0.3,1.33,0.14,1.87,0.22,0.4,0.37,0.77,1.59,6.95,0.75,2.77,2.27,9.76,1.15,2.1,1.91,F,56.0,69.0,61.0,77.0,68.0,75.0,72.0,44.0,84.0,81.0,80.0
8478542,2025,Evan Rodrigues,FLA,C,5on5,69,55124.0,1153.0,39.93,9.0,5.0,7.0,21.0,121.0,9.95,61.0,27.0,44.0,16.0,15.0,21.0,40.73,35.8,0.53,0.55,0.54,70352.0,11.0,11.0,9.0,31.0,160.0,63.0,31.0,47.0,26.0,16.99,1.77,1.0,5.0,17.0,1.97,12.18,0.898,2.45,1.0,0.0,0.68,1.22,1.0,1.0,11.0,1.21,1.53,0.142,0.71,0.0,3.0,6.57,13.31,0.13,0.07,0.1,0.3,1.75,0.14,0.88,0.39,0.64,0.3,0.59,1.37,7.9,0.65,2.66,2.34,3.98,1.76,2.87,1.37,F,56.0,52.0,46.0,90.0,47.0,39.0,94.0,22.0,74.0,88.0,85.0
8482720,2025,Matthew Knies,TOR,L,5on5,79,66750.0,1362.0,38.96,10.0,17.0,11.0,38.0,80.0,11.05,145.0,19.0,56.0,13.0,16.0,25.0,40.27,54.1,0.43,0.42,0.43,89075.0,23.0,22.0,21.0,66.0,140.0,152.0,26.0,68.0,32.0,18.79,2.59,5.0,13.0,37.0,6.01,26.55,0.88,3.82,2.0,1.0,1.07,1.07,1.0,1.0,5.0,0.87,1.94,0.153,0.71,0.0,6.0,7.64,14.08,0.13,0.22,0.14,0.48,1.01,0.14,1.84,0.24,0.71,0.32,0.54,2.05,4.31,0.6,2.17,2.92,7.82,1.02,3.02,1.35,F,88.0,47.0,83.0,18.0,37.0,67.0,63.0,21.0,17.0,9.0,12.0
8480434,2025,Sean Durzi,UTA,D,5on5,60,61502.0,1331.0,34.05,4.0,8.0,10.0,22.0,67.0,3.43,39.0,10.0,54.0,13.0,8.0,83.0,48.3,44.54,0.52,0.54,0.53,69340.0,5.0,10.0,12.0,27.0,84.0,40.0,11.0,58.0,88.0,19.26,1.26,0.0,4.0,13.0,1.24,8.82,0.837,3.16,3.0,1.0,1.36,0.36,0.0,0.0,1.0,0.01,0.15,0.033,0.0,1.0,0.0,12.19,17.08,0.07,0.13,0.17,0.37,1.12,0.06,0.65,0.17,0.9,1.38,0.23,1.29,3.92,0.2,2.83,2.61,2.28,0.59,3.16,4.86,D,88.0,71.0,88.0,63.0,70.0,42.0,31.0,73.0,71.0,87.0,82.0
8482088,2025,Justin Sourdif,WSH,C,5on5,78,61738.0,1319.0,39.04,10.0,9.0,9.0,28.0,87.0,10.76,92.0,19.0,50.0,14.0,24.0,37.0,45.89,41.23,0.53,0.51,0.51,68978.0,15.0,11.0,9.0,35.0,108.0,98.0,21.0,55.0,40.0,14.74,0.97,3.0,3.0,12.0,2.71,8.09,0.819,2.37,2.0,1.0,1.41,0.16,0.0,0.0,0.0,0.02,0.13,0.099,0.0,0.0,0.0,5.84,13.19,0.13,0.12,0.12,0.36,1.12,0.14,1.18,0.24,0.64,0.47,0.58,1.63,5.07,0.63,2.68,2.4,5.36,1.11,2.92,2.16,F,69.0,51.0,63.0,34.0,43.0,51.0,69.0,54.0,74.0,68.0,66.0
8476474,2025,Stefan Noesen,NJD,R,5on5,38,22537.0,546.0,4.89,2.0,2.0,0.0,4.0,38.0,3.68,33.0,3.0,19.0,12.0,6.0,13.0,13.24,16.7,0.44,0.47,0.45,26800.0,3.0,2.0,2.0,7.0,52.0,33.0,3.0,23.0,15.0,11.75,1.52,1.0,3.0,14.0,3.06,9.2,0.952,3.12,1.0,0.0,0.48,0.05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.88,0.05,0.05,0.0,0.11,1.0,0.1,0.87,0.08,0.5,0.34,0.32,0.64,6.07,0.59,2.11,2.67,5.27,0.48,3.04,2.08,F,16.0,27.0,15.0,59.0,34.0,50.0,19.0,50.0,20.0,34.0,19.0
8481056,2025,Spencer Stastney,EDM,D,5on5,66,54387.0,1237.0,14.95,2.0,5.0,2.0,9.0,53.0,1.67,11.0,14.0,58.0,10.0,9.0,49.0,36.56,38.09,0.49,0.51,0.51,61393.0,2.0,6.0,2.0,10.0,56.0,13.0,19.0,66.0,63.0,15.5,0.05,0.0,0.0,0.0,0.0,0.28,0.933,0.0,3.0,0.0,0.36,1.39,0.0,1.0,1.0,0.07,0.46,0.037,0.65,0.0,4.0,7.7,13.73,0.03,0.08,0.03,0.14,0.8,0.03,0.17,0.21,0.88,0.74,0.13,0.6,3.51,0.11,2.42,2.52,0.73,0.93,3.84,3.24,D,32.0,49.0,34.0,48.0,22.0,9.0,67.0,28.0,50.0,70.0,70.0
8482087,2025,Kaiden Guhle,MTL,D,5on5,39,39764.0,760.0,7.3,2.0,4.0,5.0,11.0,40.0,1.99,72.0,19.0,34.0,14.0,11.0,51.0,25.49,29.64,0.46,0.45,0.47,45543.0,2.0,4.0,5.0,11.0,40.0,86.0,21.0,36.0,63.0,19.46,0.02,0.0,0.0,0.0,0.0,0.98,1.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.12,0.102,0.0,0.0,2.0,9.78,16.99,0.05,0.1,0.13,0.28,1.03,0.05,1.85,0.49,0.87,1.31,0.18,1.0,3.62,0.18,2.31,2.68,6.52,1.72,3.08,4.62,D,73.0,60.0,70.0,52.0,61.0,88.0,96.0,67.0,31.0,20.0,34.0
8481219,2025,Jonathan Aspirot,BOS,D,5on5,61,56588.0,1185.0,15.42,3.0,2.0,6.0,11.0,45.0,2.52,82.0,10.0,55.0,16.0,8.0,75.0,41.07,40.48,0.5,0.48,0.49,61268.0,3.0,2.0,8.0,13.0,47.0,86.0,10.0,56.0,83.0,16.74,0.02,0.0,1.0,0.0,0.0,0.03,1.0,50.7,2.0,0.0,0.0,1.07,0.0,0.0,2.0,0.14,1.48,0.156,0.0,0.0,0.0,7.37,15.46,0.05,0.03,0.1,0.18,0.74,0.04,1.34,0.16,0.9,1.23,0.19,0.7,2.86,0.16,2.61,2.58,5.22,0.64,3.5,4.77,D,44.0,62.0,42.0,26.0,51.0,79.0,37.0,70.0,59.0,44.0,52.0
8484428,2025,Charles Alexis Legault,CAR,D,5on5,12,9367.0,220.0,4.7,0.0,0.0,1.0,1.0,10.0,0.46,12.0,7.0,13.0,6.0,3.0,8.0,6.67,6.99,0.49,0.57,0.56,10292.0,1.0,0.0,1.0,2.0,12.0,13.0,7.0,13.0,10.0,14.29,,,,,,,,,,,,0.96,0.0,0.0,1.0,0.01,0.2,0.25,0.0,0.0,0.0,3.13,13.01,0.0,0.0,0.08,0.08,0.83,0.04,1.0,0.58,1.08,0.67,0.0,0.38,3.84,0.18,2.56,2.69,4.61,2.69,5.0,3.07,D,18.0,16.0,20.0,61.0,61.0,73.0,99.0,24.0,50.0,94.0,92.0
8484186,2025,Ryan Leonard,WSH,R,5on5,75,52995.0,1179.0,41.09,16.0,11.0,4.0,31.0,114.0,10.79,122.0,12.0,64.0,18.0,30.0,25.0,35.61,42.88,0.45,0.46,0.47,64861.0,20.0,18.0,7.0,45.0,153.0,124.0,14.0,72.0,25.0,14.41,2.24,4.0,13.0,36.0,4.21,21.87,0.841,4.64,0.0,2.0,1.48,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.78,0.21,0.15,0.05,0.41,1.52,0.14,1.63,0.16,0.85,0.33,1.09,2.11,7.74,0.73,2.42,2.91,8.29,0.82,4.35,1.7,F,78.0,92.0,85.0,87.0,64.0,69.0,45.0,36.0,24.0,27.0,33.0
8482479,2025,Trevor Kuntar,BUF,C,5on5,1,312.0,8.0,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,1.03,0.04,0.14,0.08,312.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.2,,,,,,,,,,,,,,,,,,,,,,,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,11.88,11.54,0.0,0.0,0.0,F,5.0,9.0,5.0,1.0,0.0,81.0,6.0,2.0,0.0,0.0,0.0
8474150,2025,Mikael Backlund,CGY,C,5on5,82,67248.0,1490.0,45.84,11.0,15.0,3.0,29.0,136.0,13.47,20.0,29.0,77.0,7.0,6.0,24.0,43.22,48.99,0.47,0.5,0.5,88307.0,17.0,23.0,3.0,43.0,186.0,23.0,32.0,86.0,28.0,17.95,1.05,1.0,3.0,14.0,2.22,10.51,0.817,2.1,2.0,0.0,1.64,2.3,1.0,5.0,22.0,1.5,4.36,0.16,1.59,0.0,1.0,7.29,13.67,0.13,0.18,0.04,0.35,1.66,0.16,0.24,0.35,0.94,0.29,0.59,1.55,7.28,0.72,2.31,2.62,1.07,1.55,4.12,1.28,F,67.0,52.0,59.0,81.0,61.0,8.0,91.0,18.0,35.0,61.0,58.0
8484185,2025,Nick Lardis,CHI,L,5on5,41,26964.0,616.0,10.68,8.0,2.0,1.0,11.0,43.0,5.66,56.0,4.0,17.0,5.0,5.0,10.0,14.69,21.7,0.4,0.47,0.46,31171.0,10.0,2.0,3.0,15.0,57.0,57.0,5.0,19.0,12.0,12.67,1.4,2.0,3.0,10.0,2.63,5.61,0.906,3.13,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.96,0.2,0.05,0.02,0.27,1.05,0.14,1.37,0.1,0.41,0.24,1.07,1.47,5.74,0.76,1.96,2.9,7.48,0.53,2.27,1.34,F,48.0,90.0,53.0,50.0,69.0,66.0,22.0,21.0,10.0,34.0,25.0
8477979,2025,Nicolas Aube-Kubel,MIN,R,5on5,6,3992.0,82.0,0.72,0.0,1.0,0.0,1.0,5.0,0.68,7.0,2.0,1.0,3.0,1.0,5.0,2.91,2.82,0.51,0.45,0.46,4182.0,0.0,1.0,1.0,2.0,5.0,7.0,2.0,1.0,5.0,11.62,0.18,0.0,1.0,0.0,0.09,0.17,1.0,54.55,0.0,0.0,0.0,,,,,,,,,,,,11.09,0.0,0.17,0.0,0.17,0.83,0.11,1.17,0.33,0.17,0.83,0.0,0.9,4.51,0.61,2.62,2.54,6.31,1.8,0.9,4.51,F,26.0,9.0,23.0,22.0,39.0,58.0,95.0,95.0,63.0,21.0,25.0
8482470,2025,Ilya Solovyov,PIT,D,5on5,30,22391.0,484.0,11.17,1.0,3.0,4.0,8.0,23.0,0.91,33.0,5.0,19.0,8.0,1.0,31.0,19.64,13.46,0.59,0.55,0.58,22944.0,1.0,3.0,4.0,8.0,23.0,35.0,5.0,19.0,33.0,12.75,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.02,0.074,0.0,0.0,0.0,2.01,12.44,0.03,0.1,0.13,0.27,0.77,0.03,1.1,0.17,0.63,1.03,0.16,1.29,3.7,0.15,3.16,2.16,5.31,0.8,3.05,4.98,D,70.0,56.0,88.0,55.0,45.0,80.0,54.0,76.0,95.0,90.0,95.0
8478424,2025,Jansen Harkins,ANA,C,5on5,44,24303.0,590.0,8.72,3.0,5.0,0.0,8.0,37.0,4.87,113.0,6.0,27.0,6.0,13.0,22.0,15.85,17.04,0.48,0.49,0.49,25319.0,3.0,5.0,0.0,8.0,37.0,113.0,6.0,27.0,24.0,9.59,0.23,0.0,0.0,0.0,0.0,0.63,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,9.21,0.07,0.11,0.0,0.18,0.84,0.11,2.57,0.14,0.61,0.5,0.44,1.19,5.48,0.72,2.35,2.52,16.74,0.89,4.0,3.26,F,29.0,36.0,34.0,44.0,61.0,93.0,50.0,83.0,42.0,51.0,49.0
8475754,2025,Brock Nelson,COL,C,5on5,81,66879.0,1447.0,82.21,20.0,8.0,10.0,38.0,133.0,18.82,34.0,15.0,52.0,17.0,15.0,50.0,64.42,41.77,0.61,0.57,0.57,95515.0,33.0,16.0,16.0,65.0,186.0,38.0,21.0,67.0,65.0,19.65,3.1,9.0,17.0,33.0,6.09,31.27,0.898,4.06,6.0,1.0,0.85,1.74,0.0,1.0,6.0,0.78,1.23,0.111,0.43,0.0,1.0,4.22,13.76,0.25,0.1,0.12,0.47,1.64,0.23,0.42,0.19,0.64,0.62,1.08,2.05,7.16,1.01,3.47,2.25,1.83,0.81,2.8,2.69,F,86.0,91.0,83.0,80.0,95.0,17.0,45.0,73.0,97.0,93.0,94.0
8476882,2025,Teuvo Teravainen,CHI,C,5on5,74,54614.0,1153.0,23.64,6.0,4.0,3.0,13.0,55.0,4.5,19.0,20.0,59.0,2.0,5.0,22.0,30.12,43.78,0.41,0.47,0.46,78820.0,13.0,13.0,8.0,34.0,88.0,21.0,22.0,70.0,40.0,17.75,2.67,6.0,15.0,23.0,4.36,24.84,0.923,4.55,10.0,1.0,0.63,2.04,1.0,1.0,5.0,0.4,1.23,0.051,0.4,0.0,1.0,9.07,12.3,0.08,0.05,0.04,0.18,0.74,0.06,0.26,0.27,0.8,0.3,0.4,0.86,3.63,0.3,1.99,2.89,1.25,1.32,3.89,1.45,F,29.0,33.0,21.0,10.0,7.0,10.0,81.0,26.0,12.0,34.0,25.0
8483435,2025,Jorian Donovan,OTT,D,5on5,2,837.0,19.0,-0.73,0.0,0.0,0.0,0.0,1.0,0.01,2.0,0.0,1.0,0.0,0.0,1.0,0.33,0.66,0.33,0.23,0.16,844.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,7.03,,,,,,,,,,,,0.06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.98,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,4.3,0.04,1.42,2.84,8.6,0.0,4.3,4.3,D,7.0,16.0,7.0,73.0,6.0,94.0,7.0,60.0,4.0,1.0,0.0
8474013,2025,Ian Cole,UTA,D,5on5,82,72826.0,1657.0,26.6,3.0,7.0,7.0,17.0,58.0,3.9,61.0,12.0,83.0,20.0,9.0,111.0,50.81,44.89,0.53,0.5,0.52,89883.0,3.0,10.0,10.0,23.0,62.0,73.0,15.0,95.0,151.0,18.27,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.84,0.0,1.0,4.0,0.26,2.61,0.078,0.26,0.0,3.0,7.95,14.8,0.04,0.09,0.09,0.21,0.71,0.05,0.74,0.15,1.01,1.35,0.15,0.84,2.87,0.19,2.51,2.22,3.02,0.59,4.1,5.49,D,55.0,53.0,58.0,26.0,65.0,52.0,31.0,86.0,76.0,62.0,77.0
8483467,2025,Kirill Kudryavtsev,VAN,D,5on5,3,2737.0,58.0,1.3,0.0,1.0,1.0,2.0,4.0,0.14,1.0,0.0,1.0,0.0,0.0,1.0,1.98,2.07,0.49,0.42,0.45,2814.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,15.63,,,,,,,,,,,,0.03,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0,0.0,15.21,0.0,0.33,0.33,0.67,1.33,0.05,0.33,0.0,0.33,0.33,0.0,2.63,5.26,0.18,2.6,2.72,1.32,0.0,1.32,1.32,D,98.0,16.0,99.0,87.0,61.0,22.0,7.0,1.0,50.0,10.0,21.0
8484241,2025,Matthew Wood,NSH,R,5on5,71,44931.0,925.0,29.75,12.0,8.0,1.0,21.0,75.0,8.73,53.0,9.0,35.0,7.0,13.0,25.0,30.73,34.67,0.47,0.49,0.47,52488.0,17.0,10.0,3.0,30.0,103.0,53.0,10.0,41.0,25.0,12.32,1.53,3.0,7.0,20.0,3.2,10.77,0.82,3.88,0.0,0.0,1.31,0.0,1.0,1.0,1.0,0.14,0.14,1.0,180.0,0.0,0.0,0.0,10.55,0.17,0.11,0.01,0.3,1.06,0.12,0.75,0.13,0.49,0.35,0.96,1.68,6.01,0.7,2.46,2.78,4.25,0.72,2.8,2.0,F,56.0,84.0,65.0,58.0,56.0,41.0,36.0,47.0,35.0,51.0,33.0
8482090,2025,Jack Finley,STL,C,5on5,44,22997.0,579.0,2.72,2.0,0.0,1.0,3.0,24.0,3.18,75.0,1.0,11.0,13.0,5.0,9.0,13.18,14.12,0.48,0.48,0.46,25632.0,2.0,1.0,2.0,5.0,26.0,75.0,1.0,12.0,9.0,9.71,0.11,0.0,0.0,0.0,0.0,0.05,0.625,0.0,0.0,0.0,0.38,0.69,0.0,0.0,2.0,0.02,0.2,0.035,0.0,0.0,0.0,10.93,8.71,0.05,0.0,0.02,0.07,0.55,0.07,1.7,0.02,0.25,0.2,0.31,0.47,3.76,0.5,2.06,2.21,11.74,0.16,1.72,1.41,F,12.0,26.0,13.0,11.0,21.0,81.0,12.0,24.0,42.0,42.0,25.0
