playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_points,I_F_shotsOnGoal,I_F_xGoals,I_F_hits,I_F_takeaways,I_F_giveaways,penalties,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xGoals,OnIce_A_xGoals,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,total_icetime,total_goals,total_primary_assists,total_secondary_assists,total_points,total_shots,total_hits,total_takeaways,total_giveaways,total_blocks,total_toi_per_game,pp_toi_per_game,pp_goals,pp_points,pp_shots,pp_xgoals,pp_on_ice_xgoals,pp_on_ice_xgoals_percentage,pp_points_per_60,pp_blocks,pp_takeaways,pp_xgoals_against_per_60,pk_toi_per_game,pk_goals,pk_points,pk_shots,pk_xgoals,pk_on_ice_xgoals,pk_on_ice_xgoals_percentage,pk_points_per_60,pk_blocks,pk_takeaways,pk_xgoals_against_per_60,toi_per_game,goals_per_game,primary_assists_per_game,secondary_assists_per_game,points_per_game,shots_per_game,expected_goals_per_game,hits_per_game,takeaways_per_game,giveaways_per_game,blocks_per_game,goals_per_60,points_per_60,shots_per_60,expected_goals_per_60,on_ice_xgoals_for_per_60,on_ice_xgoals_against_per_60,hits_per_60,takeaways_per_60,giveaways_per_60,blocks_per_60,position_group,points_per_game_percentile,goals_per_60_percentile,points_per_60_percentile,shots_per_60_percentile,expected_goals_per_60_percentile,hits_per_60_percentile,takeaways_per_60_percentile,blocks_per_60_percentile,onIce_xGoalsPercentage_percentile,onIce_corsiPercentage_percentile,onIce_fenwickPercentage_percentile
8474037,2025,James van Riemsdyk,DET,L,5on5,72,41399.0,963.0,25.91,8.0,5.0,7.0,20.0,65.0,9.25,13.0,8.0,34.0,6.0,9.0,28.0,27.7,29.96,0.48,0.47,0.48,50770.0,15.0,8.0,8.0,31.0,99.0,15.0,11.0,39.0,28.0,11.75,1.76,7.0,10.0,29.0,7.86,20.02,0.895,4.73,0.0,2.0,1.11,,,,,,,,,,,,9.58,0.11,0.07,0.1,0.28,0.9,0.13,0.18,0.11,0.47,0.39,0.7,1.74,5.65,0.8,2.41,2.61,1.13,0.7,2.96,2.43,F,50.0,61.0,69.0,48.0,76.0,9.0,33.0,64.0,42.0,34.0,41.0
8478500,2025,Ivan Provorov,CBJ,D,5on5,82,97505.0,1737.0,40.8,8.0,7.0,7.0,22.0,130.0,5.83,27.0,24.0,102.0,13.0,7.0,99.0,71.24,65.64,0.52,0.5,0.49,122087.0,9.0,13.0,9.0,31.0,158.0,28.0,29.0,112.0,134.0,24.81,1.08,1.0,5.0,19.0,1.07,9.4,0.91,3.4,21.0,0.0,0.63,2.93,0.0,0.0,2.0,0.06,2.83,0.081,0.0,0.0,3.0,8.07,19.82,0.1,0.09,0.09,0.27,1.59,0.07,0.33,0.29,1.24,1.21,0.3,0.81,4.8,0.22,2.63,2.42,1.0,0.89,3.77,3.66,D,70.0,82.0,56.0,83.0,78.0,13.0,64.0,40.0,71.0,62.0,52.0
8481604,2025,Pavel Dorofeyev,VGK,R,5on5,82,66676.0,1355.0,76.24,15.0,11.0,6.0,32.0,140.0,14.52,26.0,13.0,55.0,11.0,8.0,26.0,47.11,37.41,0.56,0.56,0.55,86614.0,37.0,18.0,9.0,64.0,230.0,27.0,17.0,64.0,28.0,17.6,3.29,19.0,29.0,75.0,12.92,41.81,0.926,6.45,0.0,4.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.55,0.18,0.13,0.07,0.39,1.71,0.18,0.32,0.16,0.67,0.32,0.81,1.73,7.56,0.78,2.54,2.02,1.4,0.7,2.97,1.4,F,74.0,73.0,69.0,85.0,72.0,12.0,33.0,24.0,88.0,91.0,89.0
8479992,2025,Michael Rasmussen,DET,C,5on5,64,40958.0,958.0,9.95,3.0,5.0,2.0,10.0,54.0,7.4,64.0,6.0,27.0,3.0,4.0,46.0,25.71,28.3,0.48,0.45,0.46,48576.0,6.0,6.0,2.0,14.0,65.0,64.0,10.0,28.0,63.0,12.65,0.21,0.0,0.0,1.0,0.05,0.33,0.767,0.0,5.0,0.0,0.44,1.35,1.0,1.0,5.0,0.84,2.25,0.188,0.69,0.0,3.0,6.75,10.67,0.05,0.08,0.03,0.16,0.84,0.12,1.0,0.09,0.42,0.72,0.26,0.88,4.75,0.65,2.26,2.49,5.63,0.53,2.37,4.04,F,24.0,23.0,22.0,26.0,47.0,53.0,22.0,92.0,42.0,21.0,25.0
8471675,2025,Sidney Crosby,PIT,C,5on5,68,61928.0,1277.0,67.35,16.0,16.0,11.0,43.0,99.0,10.75,55.0,21.0,62.0,15.0,14.0,28.0,45.78,46.48,0.5,0.5,0.51,78462.0,29.0,28.0,17.0,74.0,160.0,60.0,24.0,73.0,30.0,19.23,2.96,9.0,21.0,46.0,8.45,30.92,0.874,6.26,0.0,1.0,1.33,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,15.18,0.24,0.24,0.16,0.63,1.46,0.16,0.81,0.31,0.91,0.41,0.93,2.5,5.76,0.62,2.66,2.7,3.2,1.22,3.6,1.63,F,97.0,82.0,95.0,51.0,41.0,33.0,76.0,33.0,55.0,61.0,66.0
8479442,2025,Troy Stecher,TOR,D,5on5,64,64261.0,1466.0,5.95,2.0,5.0,6.0,13.0,59.0,2.59,24.0,11.0,69.0,10.0,6.0,66.0,41.97,50.73,0.45,0.45,0.45,73679.0,3.0,5.0,6.0,14.0,64.0,30.0,13.0,71.0,79.0,19.19,0.03,0.0,0.0,0.0,0.0,0.64,1.0,0.0,3.0,0.0,0.0,1.86,0.0,0.0,2.0,0.03,1.1,0.06,0.0,0.0,1.0,8.63,16.73,0.03,0.08,0.09,0.2,0.92,0.04,0.38,0.17,1.08,1.03,0.11,0.73,3.31,0.15,2.35,2.84,1.34,0.62,3.87,3.7,D,51.0,44.0,45.0,42.0,45.0,22.0,34.0,41.0,24.0,20.0,21.0
8478233,2025,Andrew Mangiapane,CHI,L,5on5,62,44096.0,959.0,13.43,7.0,5.0,2.0,14.0,53.0,7.38,65.0,8.0,35.0,11.0,13.0,26.0,25.46,29.19,0.47,0.49,0.48,46442.0,8.0,5.0,3.0,16.0,58.0,65.0,8.0,36.0,28.0,12.48,0.14,0.0,0.0,2.0,0.3,0.39,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.07,0.16,0.041,0.0,0.0,0.0,12.22,11.85,0.11,0.08,0.03,0.23,0.85,0.12,1.05,0.13,0.56,0.42,0.57,1.14,4.33,0.6,2.08,2.38,5.31,0.65,2.86,2.12,F,39.0,49.0,32.0,19.0,37.0,51.0,29.0,52.0,35.0,51.0,41.0
8481568,2025,Alex Vlasic,CHI,D,5on5,80,85063.0,1696.0,10.6,2.0,9.0,7.0,18.0,78.0,2.73,25.0,18.0,81.0,7.0,6.0,94.0,48.22,71.3,0.4,0.45,0.44,101158.0,2.0,11.0,8.0,21.0,86.0,28.0,28.0,92.0,117.0,21.07,0.08,0.0,0.0,2.0,0.06,0.13,0.812,0.0,6.0,0.0,0.27,2.72,0.0,1.0,4.0,0.07,2.01,0.067,0.28,0.0,8.0,7.73,17.72,0.02,0.11,0.09,0.22,0.98,0.03,0.31,0.22,1.01,1.18,0.08,0.76,3.3,0.12,2.04,3.02,1.06,0.76,3.43,3.98,D,59.0,37.0,50.0,42.0,27.0,15.0,49.0,51.0,10.0,20.0,16.0
8475810,2025,Bryan Rust,PIT,R,5on5,72,61982.0,1305.0,60.67,17.0,10.0,6.0,33.0,114.0,14.27,27.0,8.0,61.0,11.0,11.0,48.0,44.4,48.22,0.48,0.49,0.49,86160.0,29.0,20.0,16.0,65.0,183.0,35.0,13.0,78.0,71.0,19.94,3.13,8.0,22.0,44.0,8.98,34.61,0.885,5.85,11.0,2.0,1.19,1.53,1.0,2.0,7.0,1.09,2.34,0.18,1.09,0.0,3.0,5.81,14.35,0.24,0.14,0.08,0.46,1.58,0.2,0.38,0.11,0.85,0.67,0.99,1.92,6.62,0.83,2.58,2.8,1.57,0.46,3.54,2.79,F,84.0,86.0,79.0,69.0,80.0,14.0,18.0,76.0,42.0,51.0,49.0
8476927,2025,Teddy Blueger,VAN,C,5on5,35,29839.0,637.0,7.72,5.0,2.0,5.0,12.0,40.0,4.75,53.0,8.0,26.0,8.0,3.0,15.0,16.54,24.55,0.4,0.44,0.43,34675.0,9.0,3.0,5.0,17.0,51.0,55.0,8.0,26.0,16.0,16.51,0.12,1.0,1.0,1.0,0.71,0.82,1.0,14.88,0.0,0.0,0.0,1.78,2.0,2.0,8.0,0.35,1.5,0.172,1.93,0.0,0.0,6.96,14.21,0.14,0.06,0.14,0.34,1.14,0.14,1.51,0.23,0.74,0.43,0.6,1.45,4.83,0.57,2.0,2.96,6.39,0.97,3.14,1.81,F,65.0,54.0,52.0,27.0,30.0,58.0,59.0,39.0,10.0,16.0,12.0
8477499,2025,Rasmus Ristolainen,PHI,D,5on5,44,46380.0,1006.0,13.75,0.0,4.0,5.0,9.0,42.0,2.52,43.0,9.0,35.0,5.0,10.0,47.0,31.19,29.5,0.51,0.48,0.48,56459.0,1.0,4.0,9.0,14.0,58.0,48.0,12.0,39.0,63.0,21.39,1.25,0.0,1.0,9.0,0.44,6.79,0.947,1.09,6.0,0.0,0.41,1.61,0.0,1.0,0.0,0.0,1.52,0.181,0.85,2.0,2.0,5.83,17.57,0.0,0.09,0.11,0.2,0.95,0.06,0.98,0.2,0.8,1.07,0.0,0.7,3.26,0.2,2.42,2.29,3.34,0.7,2.72,3.65,D,51.0,16.0,42.0,39.0,70.0,55.0,44.0,40.0,66.0,44.0,42.0
8481562,2025,Domenick Fensore,CAR,D,5on5,1,1086.0,24.0,-0.7,0.0,0.0,0.0,0.0,2.0,0.04,1.0,0.0,0.0,0.0,0.0,3.0,0.17,1.44,0.11,0.28,0.27,1162.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,19.37,,,,,,,,,,,,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,18.1,0.0,0.0,0.0,0.0,2.0,0.04,1.0,0.0,0.0,3.0,0.0,0.0,6.63,0.13,0.56,4.77,3.31,0.0,0.0,9.94,D,7.0,16.0,7.0,97.0,33.0,55.0,7.0,99.0,0.0,2.0,1.0
8481560,2025,Arthur Kaliyev,OTT,R,5on5,2,1134.0,24.0,1.15,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,1.41,1.52,0.48,0.56,0.53,1273.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,10.61,1.16,0.0,1.0,1.0,0.09,0.44,1.0,25.9,0.0,0.0,0.0,,,,,,,,,,,,9.45,0.0,0.0,0.0,0.0,1.5,0.15,0.0,0.0,0.5,0.0,0.0,0.0,9.52,0.95,4.48,4.83,0.0,0.0,3.17,0.0,F,5.0,9.0,5.0,97.0,93.0,1.0,6.0,2.0,42.0,91.0,80.0
8477939,2025,William Nylander,TOR,R,5on5,65,60020.0,1241.0,63.91,17.0,18.0,9.0,44.0,104.0,10.71,11.0,25.0,56.0,7.0,9.0,20.0,42.0,46.25,0.48,0.48,0.48,75721.0,30.0,37.0,12.0,79.0,156.0,13.0,31.0,68.0,26.0,19.42,2.67,6.0,18.0,29.0,3.33,22.24,0.869,6.22,1.0,1.0,1.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.28,15.39,0.26,0.28,0.14,0.68,1.6,0.16,0.17,0.38,0.86,0.31,1.02,2.64,6.24,0.64,2.52,2.77,0.66,1.5,3.36,1.2,F,98.0,87.0,97.0,63.0,45.0,4.0,89.0,16.0,42.0,42.0,41.0
8482206,2025,Ethan Cardwell,SJS,R,5on5,7,4782.0,106.0,-0.35,1.0,0.0,0.0,1.0,6.0,0.9,9.0,3.0,5.0,1.0,0.0,1.0,2.54,4.99,0.34,0.43,0.38,5011.0,1.0,0.0,0.0,1.0,6.0,9.0,3.0,5.0,1.0,11.93,0.15,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.01,0.022,0.0,0.0,0.0,12.98,11.39,0.14,0.0,0.0,0.14,0.86,0.13,1.29,0.43,0.71,0.14,0.75,0.75,4.52,0.68,1.91,3.76,6.78,2.26,3.76,0.75,F,21.0,67.0,18.0,22.0,53.0,61.0,97.0,7.0,5.0,12.0,5.0
8475191,2025,Reilly Smith,VGK,R,5on5,69,50302.0,1086.0,26.59,11.0,6.0,4.0,21.0,81.0,7.86,23.0,9.0,56.0,2.0,7.0,12.0,32.56,34.21,0.49,0.51,0.51,56649.0,16.0,6.0,4.0,26.0,95.0,25.0,10.0,62.0,13.0,13.68,0.42,1.0,1.0,6.0,0.88,2.41,0.87,2.09,0.0,0.0,0.75,0.89,1.0,1.0,3.0,0.88,1.6,0.24,0.98,0.0,1.0,4.96,12.15,0.16,0.09,0.06,0.3,1.17,0.11,0.33,0.13,0.81,0.17,0.79,1.5,5.8,0.56,2.33,2.45,1.65,0.64,4.01,0.86,F,56.0,71.0,55.0,52.0,28.0,15.0,28.0,8.0,48.0,68.0,66.0
8475343,2025,Nic Dowd,VGK,C,5on5,75,53941.0,1199.0,16.19,4.0,1.0,11.0,16.0,60.0,7.64,136.0,15.0,38.0,24.0,17.0,34.0,30.73,36.31,0.46,0.49,0.49,65439.0,5.0,4.0,12.0,21.0,66.0,140.0,19.0,43.0,50.0,14.54,0.07,0.0,0.0,0.0,0.0,0.03,0.3,0.0,4.0,0.0,0.85,2.11,1.0,1.0,5.0,0.39,1.05,0.052,0.38,0.0,3.0,7.28,11.99,0.05,0.01,0.15,0.21,0.8,0.1,1.81,0.2,0.51,0.45,0.27,1.07,4.0,0.51,2.05,2.42,9.08,1.0,2.54,2.27,F,35.0,23.0,30.0,13.0,22.0,71.0,61.0,57.0,29.0,51.0,49.0
8484304,2025,Uvis Balinskis,FLA,D,5on5,54,46153.0,1006.0,16.3,2.0,4.0,3.0,9.0,48.0,2.36,68.0,15.0,29.0,13.0,10.0,34.0,28.35,34.17,0.45,0.51,0.49,53043.0,5.0,5.0,5.0,15.0,66.0,71.0,23.0,33.0,42.0,16.37,1.17,3.0,6.0,13.0,1.44,10.26,0.935,5.68,4.0,5.0,0.67,0.45,0.0,0.0,0.0,0.0,0.67,0.479,0.0,1.0,1.0,1.79,14.24,0.04,0.07,0.06,0.17,0.89,0.04,1.26,0.28,0.54,0.63,0.16,0.7,3.74,0.18,2.21,2.67,5.3,1.17,2.26,2.65,D,40.0,56.0,42.0,56.0,61.0,80.0,85.0,13.0,24.0,70.0,52.0
8485395,2025,James Hagens,BOS,C,5on5,2,1746.0,37.0,0.54,0.0,0.0,1.0,1.0,2.0,0.17,1.0,3.0,3.0,1.0,0.0,0.0,0.74,0.59,0.56,0.47,0.51,1746.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,14.55,,,,,,,,,,,,,,,,,,,,,,,14.55,0.0,0.0,0.5,0.5,1.0,0.08,0.5,1.5,1.5,0.0,0.0,2.06,4.12,0.35,1.53,1.22,2.06,6.19,6.19,0.0,F,90.0,9.0,84.0,15.0,9.0,19.0,100.0,2.0,88.0,34.0,66.0
8485402,2025,Michael Misa,SJS,C,5on5,45,30883.0,634.0,18.55,6.0,2.0,8.0,16.0,49.0,6.23,14.0,7.0,25.0,5.0,5.0,23.0,23.37,23.62,0.5,0.5,0.48,34589.0,9.0,3.0,9.0,21.0,58.0,14.0,8.0,28.0,23.0,12.81,1.16,2.0,4.0,8.0,3.29,5.52,0.882,4.6,0.0,1.0,0.85,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.44,0.13,0.04,0.18,0.36,1.09,0.14,0.31,0.16,0.56,0.51,0.7,1.87,5.71,0.73,2.72,2.75,1.63,0.82,2.91,2.68,F,69.0,61.0,77.0,49.0,64.0,14.0,45.0,72.0,55.0,61.0,41.0
8481848,2025,Jacob Gaucher,PHI,C,5on5,4,2014.0,44.0,0.53,0.0,0.0,0.0,0.0,4.0,0.28,3.0,0.0,3.0,0.0,1.0,1.0,0.76,1.1,0.41,0.54,0.58,2114.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,1.0,8.81,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,1.0,0.07,0.75,0.0,0.75,0.25,0.0,0.0,7.15,0.5,1.36,1.97,5.36,0.0,5.36,1.79,F,5.0,9.0,5.0,80.0,21.0,51.0,6.0,38.0,12.0,85.0,95.0
8482684,2025,Luke Hughes,NJD,D,5on5,68,78199.0,1433.0,43.6,4.0,7.0,8.0,19.0,117.0,6.07,19.0,25.0,89.0,15.0,7.0,42.0,56.83,56.02,0.5,0.54,0.53,93886.0,6.0,12.0,17.0,35.0,150.0,19.0,29.0,108.0,52.0,23.01,1.91,1.0,12.0,22.0,1.47,21.27,0.95,5.54,3.0,1.0,0.52,1.22,0.0,0.0,4.0,0.06,2.15,0.175,0.0,1.0,2.0,7.3,19.17,0.06,0.1,0.12,0.28,1.72,0.09,0.28,0.37,1.31,0.62,0.18,0.87,5.39,0.28,2.62,2.58,0.87,1.15,4.1,1.93,D,73.0,60.0,61.0,89.0,92.0,11.0,83.0,4.0,59.0,87.0,82.0
8481004,2025,Josiah Slavin,CAR,L,5on5,2,1547.0,32.0,0.3,0.0,0.0,0.0,0.0,0.0,0.14,1.0,1.0,0.0,1.0,0.0,1.0,0.89,0.82,0.52,0.6,0.57,1802.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.02,,,,,,,,,,,,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,12.89,0.0,0.0,0.0,0.0,0.0,0.07,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.33,2.07,1.91,2.33,2.33,0.0,2.33,F,5.0,9.0,5.0,1.0,8.0,22.0,98.0,61.0,69.0,97.0,94.0
8480336,2025,Sean Walker,CAR,D,5on5,81,88882.0,1830.0,70.07,7.0,6.0,10.0,23.0,164.0,6.91,112.0,31.0,86.0,24.0,13.0,98.0,74.05,54.18,0.58,0.61,0.61,106007.0,9.0,10.0,12.0,31.0,179.0,141.0,33.0,96.0,125.0,21.81,0.74,0.0,1.0,7.0,0.63,5.68,0.834,1.01,9.0,1.0,1.14,1.85,0.0,0.0,3.0,0.21,3.42,0.17,0.0,0.0,1.0,6.72,18.29,0.09,0.07,0.12,0.28,2.02,0.09,1.38,0.38,1.06,1.21,0.28,0.93,6.64,0.28,3.0,2.19,4.54,1.26,3.48,3.97,D,73.0,79.0,67.0,97.0,92.0,72.0,88.0,50.0,93.0,98.0,98.0
8478452,2025,Caleb Jones,PIT,D,5on5,7,6420.0,125.0,0.38,0.0,1.0,0.0,1.0,5.0,0.21,10.0,1.0,4.0,0.0,1.0,13.0,5.11,5.81,0.47,0.42,0.44,7212.0,0.0,1.0,0.0,1.0,5.0,10.0,1.0,4.0,15.0,17.17,0.21,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.17,0.198,0.0,0.0,0.0,4.59,15.29,0.0,0.14,0.0,0.14,0.71,0.03,1.43,0.14,0.57,1.86,0.0,0.56,2.8,0.12,2.87,3.26,5.61,0.56,2.24,7.29,D,32.0,16.0,31.0,24.0,27.0,82.0,30.0,97.0,38.0,10.0,16.0
8481481,2025,Blake Lizotte,PIT,C,5on5,55,36610.0,819.0,21.33,4.0,4.0,6.0,14.0,42.0,5.57,45.0,6.0,29.0,10.0,9.0,20.0,26.77,24.72,0.52,0.53,0.53,45786.0,7.0,6.0,6.0,19.0,49.0,49.0,12.0,32.0,35.0,13.87,0.04,0.0,0.0,0.0,0.0,0.24,1.0,0.0,5.0,0.0,0.0,2.32,0.0,0.0,3.0,0.52,2.29,0.185,0.0,0.0,3.0,4.74,11.09,0.07,0.07,0.11,0.25,0.76,0.1,0.82,0.11,0.53,0.36,0.39,1.38,4.13,0.55,2.63,2.43,4.43,0.59,2.85,1.97,F,45.0,33.0,47.0,15.0,27.0,43.0,26.0,46.0,69.0,81.0,80.0
8479323,2025,Adam Fox,NYR,D,5on5,55,61553.0,1238.0,56.08,2.0,8.0,12.0,22.0,60.0,3.32,24.0,26.0,56.0,8.0,7.0,64.0,48.9,35.98,0.58,0.56,0.54,77975.0,9.0,17.0,27.0,53.0,91.0,24.0,36.0,65.0,74.0,23.63,3.23,5.0,23.0,23.0,2.25,28.66,0.9,7.78,1.0,7.0,1.08,0.71,0.0,1.0,1.0,0.02,0.77,0.141,1.54,3.0,0.0,7.25,18.65,0.04,0.15,0.22,0.4,1.09,0.06,0.44,0.47,1.02,1.16,0.12,1.29,3.51,0.19,2.86,2.1,1.4,1.52,3.28,3.74,D,92.0,47.0,88.0,48.0,65.0,24.0,95.0,42.0,93.0,92.0,87.0
8480874,2025,Adam Ginning,PHI,D,5on5,5,3945.0,86.0,-1.15,0.0,0.0,0.0,0.0,2.0,0.08,4.0,0.0,5.0,0.0,0.0,3.0,1.39,2.24,0.38,0.35,0.3,4602.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,5.0,15.34,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,13.15,0.0,0.0,0.0,0.0,0.4,0.02,0.8,0.0,1.0,0.6,0.0,0.0,1.83,0.07,1.27,2.04,3.65,0.0,4.56,2.74,D,7.0,16.0,7.0,7.0,9.0,59.0,7.0,14.0,8.0,4.0,3.0
8475745,2025,Charlie Coyle,CBJ,C,5on5,82,64210.0,1406.0,58.73,11.0,19.0,10.0,40.0,102.0,15.12,97.0,23.0,46.0,7.0,18.0,34.0,49.49,41.32,0.55,0.5,0.51,89043.0,20.0,26.0,12.0,58.0,144.0,111.0,34.0,53.0,53.0,18.1,1.94,7.0,13.0,27.0,5.84,19.98,0.927,4.91,10.0,2.0,0.59,2.0,0.0,0.0,6.0,0.45,2.66,0.088,0.0,0.0,7.0,10.12,13.05,0.13,0.23,0.12,0.49,1.24,0.18,1.18,0.28,0.56,0.41,0.62,2.24,5.72,0.85,2.77,2.32,5.44,1.29,2.58,1.91,F,89.0,55.0,88.0,49.0,83.0,52.0,79.0,44.0,84.0,61.0,66.0
8476425,2025,Joseph LaBate,VAN,C,5on5,1,572.0,16.0,-0.1,0.0,0.0,0.0,0.0,2.0,0.36,6.0,0.0,0.0,0.0,0.0,2.0,0.51,0.33,0.61,0.42,0.47,572.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,9.53,,,,,,,,,,,,,,,,,,,,,,,9.53,0.0,0.0,0.0,0.0,2.0,0.36,6.0,0.0,0.0,2.0,0.0,0.0,12.59,2.27,3.21,2.08,37.76,0.0,0.0,12.59,F,5.0,9.0,5.0,100.0,100.0,100.0,6.0,100.0,97.0,9.0,33.0
8482110,2025,Dawson Mercer,NJD,C,5on5,82,70309.0,1431.0,47.6,8.0,10.0,7.0,25.0,105.0,13.67,25.0,22.0,70.0,8.0,9.0,33.0,51.0,45.95,0.53,0.53,0.53,89677.0,20.0,14.0,8.0,42.0,158.0,33.0,27.0,75.0,47.0,18.23,1.52,4.0,7.0,30.0,4.57,14.41,0.905,3.36,9.0,0.0,0.73,1.61,2.0,2.0,12.0,1.19,3.15,0.167,0.91,0.0,3.0,7.16,14.29,0.1,0.12,0.09,0.3,1.28,0.17,0.3,0.27,0.85,0.4,0.41,1.28,5.38,0.7,2.61,2.35,1.28,1.13,3.58,1.69,F,56.0,34.0,40.0,42.0,56.0,11.0,70.0,35.0,74.0,81.0,80.0
8483468,2025,Jiri Kulich,BUF,C,5on5,12,9977.0,234.0,5.18,2.0,1.0,1.0,4.0,12.0,1.23,9.0,1.0,9.0,2.0,4.0,10.0,6.47,6.94,0.48,0.5,0.49,11782.0,3.0,1.0,1.0,5.0,20.0,9.0,1.0,10.0,12.0,16.36,1.64,0.0,0.0,4.0,0.28,0.79,0.952,0.0,0.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.86,0.17,0.08,0.08,0.33,1.0,0.1,0.75,0.08,0.75,0.83,0.72,1.44,4.33,0.44,2.33,2.5,3.25,0.36,3.25,3.61,F,62.0,63.0,51.0,19.0,15.0,33.0,15.0,87.0,42.0,61.0,49.0
8475461,2025,Andrew Agozzino,UTA,L,5on5,2,716.0,19.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.01,4.0,1.0,1.0,0.0,1.0,1.0,0.44,0.49,0.47,0.28,0.42,736.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,6.13,,,,,,,,,,,,0.09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,0.0,0.0,0.0,0.05,2.21,2.46,20.11,5.03,5.03,5.03,F,5.0,9.0,5.0,1.0,1.0,96.0,99.0,97.0,35.0,1.0,10.0
8482094,2025,Daemon Hunt,MIN,D,5on5,32,21303.0,467.0,-1.42,0.0,2.0,3.0,5.0,17.0,0.71,21.0,2.0,13.0,3.0,3.0,38.0,11.57,15.7,0.42,0.38,0.39,23863.0,0.0,2.0,4.0,6.0,19.0,21.0,2.0,14.0,43.0,12.43,0.16,0.0,0.0,0.0,0.0,0.32,0.97,0.0,1.0,0.0,0.12,0.95,0.0,0.0,2.0,0.08,0.3,0.062,0.0,0.0,0.0,8.88,11.1,0.0,0.06,0.09,0.16,0.53,0.02,0.66,0.06,0.41,1.19,0.0,0.84,2.87,0.12,1.96,2.65,3.55,0.34,2.2,6.42,D,37.0,16.0,58.0,26.0,27.0,57.0,17.0,94.0,14.0,5.0,6.0
8482691,2025,Aatu Rty,VAN,C,5on5,66,43018.0,1035.0,12.55,4.0,6.0,4.0,14.0,60.0,7.24,159.0,8.0,28.0,10.0,6.0,14.0,25.76,33.17,0.44,0.48,0.47,47604.0,4.0,6.0,4.0,14.0,65.0,165.0,10.0,29.0,16.0,12.02,0.1,0.0,0.0,2.0,0.29,0.47,1.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,2.0,0.23,1.14,0.189,0.0,0.0,2.0,5.14,10.86,0.06,0.09,0.06,0.21,0.91,0.11,2.41,0.12,0.42,0.21,0.33,1.17,5.02,0.61,2.16,2.78,13.31,0.67,2.34,1.17,F,35.0,28.0,33.0,32.0,39.0,86.0,30.0,15.0,20.0,42.0,33.0
8481593,2025,Jayden Struble,MTL,D,5on5,59,48019.0,949.0,10.85,2.0,5.0,4.0,11.0,23.0,1.33,113.0,13.0,47.0,16.0,8.0,30.0,31.49,34.44,0.48,0.5,0.5,49624.0,2.0,5.0,5.0,12.0,26.0,115.0,13.0,52.0,32.0,14.02,0.01,0.0,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.186,0.0,0.0,0.0,4.55,13.56,0.03,0.08,0.07,0.19,0.39,0.02,1.92,0.22,0.8,0.51,0.15,0.82,1.72,0.1,2.36,2.58,8.47,0.97,3.52,2.25,D,47.0,53.0,57.0,7.0,18.0,94.0,71.0,7.0,44.0,62.0,62.0
